Time,Boss,Event,Reporter
2019-12-02 07:40 PM,KAZZAK,CHECKED,Ogopogo
2019-12-02 07:43 PM,AZUREGOS,CHECKED,Papiloco
2019-12-02 08:01 PM,AZUREGOS,CHECKED,Papiloco
2019-12-02 08:04 PM,KAZZAK,CHECKED,Ogopogo
2019-12-02 08:05 PM,AZUREGOS,CHECKED,loganiscool
2019-12-03 12:21 AM,AZUREGOS,CHECKED,riss
2019-12-03 12:47 AM,AZUREGOS,CHECKED,riss
2019-12-03 08:52 AM,KAZZAK,CHECKED,Op
2019-12-03 08:52 AM,AZUREGOS,CHECKED,Op
2019-12-03 10:00 AM,AZUREGOS,CHECKED,Op
2019-12-03 10:00 AM,KAZZAK,CHECKED,Op
2019-12-03 10:30 AM,AZUREGOS,CHECKED,Op
2019-12-03 10:30 AM,KAZZAK,CHECKED,Op
2019-12-03 10:43 AM,AZUREGOS,CHECKED,Op
2019-12-03 10:43 AM,KAZZAK,CHECKED,Op
2019-12-03 12:12 PM,KAZZAK,CHECKED,Banx
2019-12-03 01:20 PM,KAZZAK,CHECKED,Banx
2019-12-03 02:36 AM,AZUREGOS,KILLED,Flop
2019-12-02 11:26 PM,KAZZAK,KILLED,Flop
2019-12-03 04:29 PM,KAZZAK,CHECKED,Kainslayer
2019-12-03 05:01 PM,KAZZAK,CHECKED,Kainslayer
2019-12-03 05:32 PM,KAZZAK,CHECKED,Kainslayer
2019-12-03 06:02 PM,AZUREGOS,CHECKED,ApachePrime
2019-12-03 06:12 PM,KAZZAK,CHECKED,Kainslayer
2019-12-03 06:31 PM,KAZZAK,CHECKED,Kainslayer
2019-12-03 07:47 PM,KAZZAK,CHECKED,Kainslayer
2019-12-03 08:29 PM,KAZZAK,CHECKED,Kainslayer
2019-12-03 09:06 PM,KAZZAK,CHECKED,Kainslayer
2019-12-03 09:40 PM,KAZZAK,CHECKED,Kainslayer
2019-12-03 09:58 PM,KAZZAK,CHECKED,Kainslayer
2019-12-03 11:49 PM,KAZZAK,KILLED,Flop
2019-12-03 11:53 PM,AZUREGOS,CHECKED,Zodiackiller
2019-12-04 12:21 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-04 12:56 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-04 01:18 AM,AZUREGOS,CHECKED,Elbodeep
2019-12-04 02:16 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-04 02:41 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-04 03:18 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-04 03:47 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-04 04:15 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-04 04:38 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-04 05:41 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-04 06:31 AM,AZUREGOS,KILLED,Flop
2019-12-04 09:09 AM,AZUREGOS,CHECKED,loganiscool
2019-12-04 09:37 AM,AZUREGOS,CHECKED,loganiscool
2019-12-04 10:03 AM,KAZZAK,CHECKED,Lokomani
2019-12-04 10:03 AM,AZUREGOS,CHECKED,loganiscool
2019-12-04 10:54 AM,AZUREGOS,CHECKED,loganiscool
2019-12-04 11:35 AM,AZUREGOS,CHECKED,loganiscool
2019-12-04 12:32 PM,KAZZAK,CHECKED,Op
2019-12-04 12:32 PM,AZUREGOS,CHECKED,Op
2019-12-04 01:06 PM,AZUREGOS,CHECKED,loganiscool
2019-12-04 01:30 PM,AZUREGOS,CHECKED,Op
2019-12-04 01:30 PM,KAZZAK,CHECKED,Op
2019-12-04 01:59 PM,AZUREGOS,CHECKED,loganiscool
2019-12-04 02:00 PM,KAZZAK,CHECKED,Op
2019-12-04 02:30 PM,AZUREGOS,CHECKED,Op
2019-12-04 02:30 PM,KAZZAK,CHECKED,Op
2019-12-04 02:34 PM,AZUREGOS,CHECKED,loganiscool
2019-12-04 03:00 PM,AZUREGOS,CHECKED,Op
2019-12-04 03:00 PM,KAZZAK,CHECKED,Op
2019-12-04 04:03 PM,AZUREGOS,CHECKED,loganiscool
2019-12-04 04:07 PM,KAZZAK,CHECKED,Lokomani
2019-12-04 05:58 PM,AZUREGOS,CHECKED,loganiscool
2019-12-04 05:58 PM,AZUREGOS,CHECKED,loganiscool
2019-12-04 06:03 PM,KAZZAK,CHECKED,Lokomani
2019-12-04 06:18 PM,AZUREGOS,CHECKED,loganiscool
2019-12-04 06:27 PM,AZUREGOS,CHECKED,loganiscool
2019-12-04 06:38 PM,KAZZAK,CHECKED,Lokomani
2019-12-04 06:50 PM,AZUREGOS,CHECKED,loganiscool
2019-12-04 07:01 PM,AZUREGOS,CHECKED,Willboof
2019-12-04 07:18 PM,AZUREGOS,CHECKED,loganiscool
2019-12-04 07:42 PM,KAZZAK,CHECKED,Lokomani
2019-12-04 08:08 PM,AZUREGOS,CHECKED,loganiscool
2019-12-04 08:15 PM,KAZZAK,CHECKED,Lokomani
2019-12-04 08:42 PM,KAZZAK,CHECKED,Lokomani
2019-12-04 10:32 PM,AZUREGOS,CHECKED,Zodiackiller
2019-12-04 10:38 PM,KAZZAK,CHECKED,Kainslayer
2019-12-04 11:14 PM,AZUREGOS,CHECKED,Zodiackiller
2019-12-04 11:45 PM,KAZZAK,CHECKED,Lokomani
2019-12-05 12:01 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-05 12:09 AM,KAZZAK,CHECKED,Lokomani
2019-12-05 12:39 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-05 01:14 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-05 01:48 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-05 02:20 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-05 02:21 AM,KAZZAK,CHECKED,Kainslayer
2019-12-05 02:50 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-05 02:51 AM,AZUREGOS,CHECKED,loganiscool
2019-12-05 02:56 AM,KAZZAK,CHECKED,Kainslayer
2019-12-05 03:25 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-05 03:54 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-05 04:16 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-05 04:44 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-05 05:15 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-05 05:43 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-05 06:08 AM,AZUREGOS,CHECKED,Durtgrub
2019-12-05 06:33 AM,KAZZAK,CHECKED,riss
2019-12-05 06:50 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-05 07:39 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-05 07:51 AM,KAZZAK,CHECKED,Lokomani
2019-12-05 08:36 AM,KAZZAK,CHECKED,Lokomani
2019-12-05 08:45 AM,AZUREGOS,CHECKED,Op
2019-12-05 09:00 AM,AZUREGOS,CHECKED,Op
2019-12-05 09:00 AM,KAZZAK,CHECKED,Op
2019-12-05 09:21 AM,AZUREGOS,CHECKED,Willboof
2019-12-05 09:30 AM,AZUREGOS,CHECKED,Op
2019-12-05 09:30 AM,KAZZAK,CHECKED,Op
2019-12-05 10:00 AM,KAZZAK,CHECKED,Op
2019-12-05 10:00 AM,AZUREGOS,CHECKED,Op
2019-12-05 10:30 AM,AZUREGOS,CHECKED,Op
2019-12-05 10:30 AM,KAZZAK,CHECKED,Op
2019-12-05 11:06 AM,KAZZAK,CHECKED,Kainslayer
2019-12-05 11:20 AM,AZUREGOS,CHECKED,loganiscool
2019-12-05 11:37 AM,KAZZAK,CHECKED,Op
2019-12-05 12:00 PM,KAZZAK,CHECKED,Op
2019-12-05 12:00 PM,AZUREGOS,CHECKED,Op
2019-12-05 12:04 PM,AZUREGOS,CHECKED,loganiscool
2019-12-05 01:00 PM,KAZZAK,CHECKED,Op
2019-12-05 01:00 PM,AZUREGOS,CHECKED,Op
2019-12-05 01:48 PM,AZUREGOS,CHECKED,loganiscool
2019-12-05 02:00 PM,KAZZAK,CHECKED,Op
2019-12-05 02:24 PM,AZUREGOS,CHECKED,loganiscool
2019-12-05 02:30 PM,AZUREGOS,CHECKED,Op
2019-12-05 02:30 PM,KAZZAK,CHECKED,Op
2019-12-05 03:00 PM,AZUREGOS,CHECKED,Op
2019-12-05 03:00 PM,KAZZAK,CHECKED,Op
2019-12-05 04:32 PM,KAZZAK,CHECKED,Lokomani
2019-12-05 05:23 PM,AZUREGOS,CHECKED,loganiscool
2019-12-05 06:04 PM,KAZZAK,CHECKED,Lokomani
2019-12-05 06:22 PM,AZUREGOS,CHECKED,loganiscool
2019-12-05 06:38 PM,KAZZAK,CHECKED,Lokomani
2019-12-05 06:44 PM,AZUREGOS,CHECKED,Willboof
2019-12-05 06:55 PM,AZUREGOS,CHECKED,loganiscool
2019-12-05 06:58 PM,KAZZAK,CHECKED,Lokomani
2019-12-05 07:20 PM,AZUREGOS,CHECKED,loganiscool
2019-12-05 07:32 PM,AZUREGOS,CHECKED,Zodiackiller
2019-12-05 07:49 PM,KAZZAK,CHECKED,Lokomani
2019-12-05 07:57 PM,AZUREGOS,CHECKED,loganiscool
2019-12-05 08:12 PM,AZUREGOS,CHECKED,loganiscool
2019-12-05 11:58 PM,AZUREGOS,CHECKED,loganiscool
2019-12-06 12:09 AM,AZUREGOS,CHECKED,Tore
2019-12-06 12:14 AM,KAZZAK,CHECKED,Lokomani
2019-12-06 12:28 AM,AZUREGOS,CHECKED,loganiscool
2019-12-06 01:35 AM,KAZZAK,CHECKED,Lokomani
2019-12-06 02:53 AM,AZUREGOS,CHECKED,loganiscool
2019-12-06 03:17 AM,KAZZAK,CHECKED,Kainslayer
2019-12-06 03:51 AM,AZUREGOS,CHECKED,loganiscool
2019-12-06 03:59 AM,KAZZAK,CHECKED,Kainslayer
2019-12-06 04:43 AM,KAZZAK,CHECKED,Kainslayer
2019-12-06 04:45 AM,AZUREGOS,CHECKED,loganiscool
2019-12-06 05:05 AM,KAZZAK,CHECKED,Kainslayer
2019-12-06 05:13 AM,AZUREGOS,CHECKED,loganiscool
2019-12-06 05:20 AM,AZUREGOS,CHECKED,loganiscool
2019-12-06 05:33 AM,KAZZAK,CHECKED,Kainslayer
2019-12-06 05:57 AM,AZUREGOS,CHECKED,loganiscool
2019-12-06 06:08 AM,KAZZAK,CHECKED,Kainslayer
2019-12-06 06:35 AM,KAZZAK,CHECKED,Kainslayer
2019-12-06 06:51 AM,AZUREGOS,CHECKED,loganiscool
2019-12-06 06:59 AM,KAZZAK,CHECKED,Kainslayer
2019-12-06 07:29 AM,AZUREGOS,CHECKED,loganiscool
2019-12-06 07:43 AM,AZUREGOS,CHECKED,Durtgrub
2019-12-06 07:57 AM,AZUREGOS,CHECKED,Durtgrub
2019-12-06 08:00 AM,KAZZAK,CHECKED,Op
2019-12-06 08:00 AM,AZUREGOS,CHECKED,Op
2019-12-06 08:25 AM,AZUREGOS,CHECKED,loganiscool
2019-12-06 08:33 AM,AZUREGOS,CHECKED,Op
2019-12-06 08:33 AM,KAZZAK,CHECKED,Op
2019-12-06 09:00 AM,AZUREGOS,CHECKED,Op
2019-12-06 09:00 AM,KAZZAK,CHECKED,Op
2019-12-06 09:21 AM,AZUREGOS,CHECKED,Durtgrub
2019-12-06 09:22 AM,AZUREGOS,CHECKED,loganiscool
2019-12-06 09:26 AM,KAZZAK,CHECKED,Lokomani
2019-12-06 09:30 AM,AZUREGOS,CHECKED,Op
2019-12-06 09:30 AM,KAZZAK,CHECKED,Op
2019-12-06 09:35 AM,AZUREGOS,CHECKED,loganiscool
2019-12-06 10:00 AM,AZUREGOS,CHECKED,Op
2019-12-06 10:00 AM,KAZZAK,CHECKED,Op
2019-12-06 10:09 AM,AZUREGOS,CHECKED,loganiscool
2019-12-06 10:27 AM,AZUREGOS,CHECKED,Durtgrub
2019-12-06 10:36 AM,AZUREGOS,CHECKED,loganiscool
2019-12-06 11:04 AM,AZUREGOS,CHECKED,loganiscool
2019-12-06 11:40 AM,AZUREGOS,CHECKED,loganiscool
2019-12-06 12:22 PM,AZUREGOS,CHECKED,loganiscool
2019-12-06 12:42 PM,KAZZAK,CHECKED,Lokomani
2019-12-06 12:44 PM,KAZZAK,CHECKED,Kainslayer
2019-12-06 01:10 PM,AZUREGOS,CHECKED,loganiscool
2019-12-06 01:31 PM,KAZZAK,CHECKED,Lokomani
2019-12-06 03:09 PM,KAZZAK,CHECKED,Tore
2019-12-06 03:40 PM,KAZZAK,CHECKED,Kainslayer
2019-12-06 04:05 PM,KAZZAK,CHECKED,Kainslayer
2019-12-06 04:59 PM,KAZZAK,CHECKED,Kainslayer
2019-12-06 05:33 PM,KAZZAK,CHECKED,Kainslayer
2019-12-06 06:51 PM,KAZZAK,CHECKED,Kainslayer
2019-12-06 08:01 PM,AZUREGOS,CHECKED,loganiscool
2019-12-06 08:07 PM,KAZZAK,CHECKED,Kainslayer
2019-12-06 08:33 PM,AZUREGOS,CHECKED,loganiscool
2019-12-06 09:06 PM,KAZZAK,CHECKED,Autonomic
2019-12-06 09:14 PM,AZUREGOS,CHECKED,Tristessa
2019-12-06 09:51 PM,AZUREGOS,CHECKED,loganiscool
2019-12-06 10:54 PM,AZUREGOS,CHECKED,Tristessa
2019-12-06 11:17 PM,KAZZAK,CHECKED,Kainslayer
2019-12-06 11:39 PM,AZUREGOS,CHECKED,Slayerseth
2019-12-06 11:50 PM,KAZZAK,CHECKED,Kainslayer
2019-12-07 12:16 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-07 12:51 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-07 01:36 AM,AZUREGOS,CHECKED,Willboof
2019-12-07 02:17 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-07 02:25 AM,KAZZAK,CHECKED,Kainslayer
2019-12-07 02:51 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-07 03:06 AM,KAZZAK,CHECKED,Kainslayer
2019-12-07 03:26 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-07 03:26 AM,KAZZAK,CHECKED,Kainslayer
2019-12-07 03:55 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-07 04:16 AM,KAZZAK,CHECKED,Kainslayer
2019-12-07 04:22 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-07 04:44 AM,AZUREGOS,CHECKED,Zodiackiller
2019-12-07 04:54 AM,KAZZAK,CHECKED,nextgen
2019-12-07 05:21 AM,AZUREGOS,CHECKED,nextgen
2019-12-07 05:22 AM,KAZZAK,CHECKED,Kainslayer
2019-12-07 05:52 AM,AZUREGOS,CHECKED,nextgen
2019-12-07 05:59 AM,KAZZAK,CHECKED,Kainslayer
2019-12-07 06:39 AM,KAZZAK,CHECKED,Lokomani
2019-12-07 07:11 AM,AZUREGOS,CHECKED,Blakeatron
2019-12-07 07:49 AM,KAZZAK,CHECKED,Autonomic
2019-12-07 08:23 AM,AZUREGOS,CHECKED,Tristessa
2019-12-07 10:55 AM,AZUREGOS,CHECKED,Tristessa
2019-12-07 11:50 AM,KAZZAK,CHECKED,Autonomic
2019-12-07 11:50 AM,AZUREGOS,CHECKED,loganiscool
2019-12-07 12:23 PM,AZUREGOS,CHECKED,loganiscool
2019-12-07 01:35 PM,AZUREGOS,CHECKED,Tristessa
2019-12-07 01:47 PM,KAZZAK,CHECKED,Autonomic
2019-12-07 01:58 PM,AZUREGOS,CHECKED,Durtgrub
2019-12-07 02:45 PM,AZUREGOS,CHECKED,loganiscool
2019-12-07 02:55 PM,KAZZAK,CHECKED,Kainslayer
2019-12-07 03:26 PM,AZUREGOS,CHECKED,loganiscool
2019-12-07 03:52 PM,KAZZAK,CHECKED,Lokomani
2019-12-07 04:21 PM,AZUREGOS,CHECKED,GeeZee
2019-12-07 04:59 PM,KAZZAK,CHECKED,Tore
2019-12-07 05:11 PM,AZUREGOS,CHECKED,Insane
2019-12-07 05:24 PM,KAZZAK,CHECKED,Tore
2019-12-07 05:58 PM,AZUREGOS,CHECKED,Blakeatron
2019-12-07 06:04 PM,KAZZAK,CHECKED,Kainslayer
2019-12-07 06:30 PM,KAZZAK,CHECKED,Kainslayer
2019-12-07 07:08 PM,KAZZAK,CHECKED,Kainslayer
2019-12-07 07:37 PM,KAZZAK,CHECKED,Kainslayer
2019-12-07 07:39 PM,AZUREGOS,CHECKED,Blakeatron
2019-12-07 08:10 PM,KAZZAK,CHECKED,Kainslayer
2019-12-07 08:21 PM,AZUREGOS,CHECKED,loganiscool
2019-12-07 08:56 PM,KAZZAK,CHECKED,Kainslayer
2019-12-07 10:21 PM,KAZZAK,CHECKED,Kainslayer
2019-12-07 11:11 PM,KAZZAK,CHECKED,Kainslayer
2019-12-08 12:00 AM,KAZZAK,CHECKED,Kainslayer
2019-12-08 12:30 AM,KAZZAK,CHECKED,Kainslayer
2019-12-08 01:15 AM,KAZZAK,CHECKED,Kainslayer
2019-12-08 01:54 AM,AZUREGOS,CHECKED,Tristessa
2019-12-08 02:19 AM,AZUREGOS,CHECKED,loganiscool
2019-12-08 02:08 AM,KAZZAK,KILLED,Autonomic
2019-12-08 04:12 AM,AZUREGOS,CHECKED,nextgen
2019-12-08 04:54 AM,AZUREGOS,CHECKED,Sowexy
2019-12-08 06:11 AM,AZUREGOS,CHECKED,Sowexy
2019-12-08 07:09 AM,AZUREGOS,CHECKED,riss
2019-12-08 07:14 AM,AZUREGOS,CHECKED,ApachePrime
2019-12-08 08:44 AM,AZUREGOS,CHECKED,Sowexy
2019-12-08 09:04 AM,AZUREGOS,CHECKED,riss
2019-12-08 09:43 AM,AZUREGOS,CHECKED,riss
2019-12-08 10:17 AM,AZUREGOS,CHECKED,riss
2019-12-08 10:44 AM,AZUREGOS,CHECKED,riss
2019-12-08 10:59 AM,AZUREGOS,CHECKED,loganiscool
2019-12-08 11:11 AM,AZUREGOS,CHECKED,riss
2019-12-08 11:28 AM,AZUREGOS,CHECKED,loganiscool
2019-12-08 11:49 AM,AZUREGOS,CHECKED,riss
2019-12-08 12:21 PM,AZUREGOS,CHECKED,riss
2019-12-08 12:57 PM,AZUREGOS,CHECKED,riss
2019-12-08 01:33 PM,AZUREGOS,CHECKED,riss
2019-12-08 02:01 PM,AZUREGOS,CHECKED,Exelark
2019-12-08 02:25 PM,AZUREGOS,CHECKED,riss
2019-12-08 03:04 PM,AZUREGOS,CHECKED,riss
2019-12-08 03:37 PM,AZUREGOS,CHECKED,riss
2019-12-08 03:57 PM,AZUREGOS,CHECKED,riss
2019-12-08 04:45 PM,AZUREGOS,CHECKED,riss
2019-12-08 05:24 PM,AZUREGOS,CHECKED,riss
2019-12-08 05:54 PM,AZUREGOS,CHECKED,Exelark
2019-12-08 05:54 PM,AZUREGOS,CHECKED,riss
2019-12-08 06:24 PM,AZUREGOS,CHECKED,riss
2019-12-08 06:58 PM,AZUREGOS,CHECKED,riss
2019-12-08 07:39 PM,AZUREGOS,CHECKED,Exelark
2019-12-08 08:29 PM,AZUREGOS,CHECKED,Exelark
2019-12-08 11:46 PM,AZUREGOS,CHECKED,Sowexy
2019-12-09 02:58 AM,AZUREGOS,KILLED,Autonomic
2019-12-09 06:12 AM,KAZZAK,CHECKED,Lokomani
2019-12-09 07:07 AM,KAZZAK,CHECKED,Lokomani
2019-12-09 08:03 AM,KAZZAK,CHECKED,Op
2019-12-09 08:30 AM,KAZZAK,CHECKED,Op
2019-12-09 08:58 AM,KAZZAK,CHECKED,Durtgrub
2019-12-09 09:30 AM,KAZZAK,CHECKED,Op
2019-12-09 10:02 AM,KAZZAK,CHECKED,Durtgrub
2019-12-09 10:30 AM,KAZZAK,CHECKED,Durtgrub
2019-12-09 10:58 AM,KAZZAK,CHECKED,Durtgrub
2019-12-09 12:01 PM,KAZZAK,CHECKED,Op
2019-12-09 12:01 PM,AZUREGOS,CHECKED,Op
2019-12-09 12:17 PM,KAZZAK,CHECKED,Unsteady
2019-12-09 12:34 PM,KAZZAK,CHECKED,Op
2019-12-09 12:34 PM,AZUREGOS,CHECKED,Op
2019-12-09 01:00 PM,KAZZAK,CHECKED,Op
2019-12-09 01:00 PM,AZUREGOS,CHECKED,Op
2019-12-09 01:32 PM,AZUREGOS,CHECKED,Op
2019-12-09 01:32 PM,KAZZAK,CHECKED,Op
2019-12-09 02:00 PM,KAZZAK,CHECKED,Op
2019-12-09 02:00 PM,AZUREGOS,CHECKED,Op
2019-12-09 03:00 PM,KAZZAK,CHECKED,Op
2019-12-09 03:00 PM,AZUREGOS,CHECKED,Op
2019-12-09 03:45 PM,KAZZAK,CHECKED,Unsteady
2019-12-09 05:19 PM,KAZZAK,CHECKED,Unsteady
2019-12-09 06:01 PM,KAZZAK,CHECKED,Lokomani
2019-12-09 06:52 PM,KAZZAK,CHECKED,Durtgrub
2019-12-09 07:42 PM,KAZZAK,CHECKED,Durtgrub
2019-12-09 07:59 PM,KAZZAK,CHECKED,Durtgrub
2019-12-09 09:45 PM,KAZZAK,CHECKED,Lokomani
2019-12-09 10:22 PM,AZUREGOS,CHECKED,nextgen
2019-12-09 10:38 PM,KAZZAK,CHECKED,Lokomani
2019-12-09 11:11 PM,KAZZAK,CHECKED,Kainslayer
2019-12-09 11:39 PM,KAZZAK,CHECKED,Kainslayer
2019-12-10 12:01 AM,KAZZAK,CHECKED,Kainslayer
2019-12-10 12:35 AM,KAZZAK,CHECKED,Kainslayer
2019-12-10 01:07 AM,KAZZAK,CHECKED,Lokomani
2019-12-10 01:32 AM,AZUREGOS,CHECKED,Êl
2019-12-10 01:42 AM,KAZZAK,CHECKED,Lokomani
2019-12-10 02:00 AM,KAZZAK,CHECKED,Lokomani
2019-12-10 02:19 AM,AZUREGOS,CHECKED,Êl
2019-12-10 02:51 AM,KAZZAK,CHECKED,Kainslayer
2019-12-10 03:20 AM,AZUREGOS,CHECKED,Êl
2019-12-10 03:24 AM,KAZZAK,CHECKED,Kainslayer
2019-12-10 03:53 AM,KAZZAK,CHECKED,Kainslayer
2019-12-10 04:06 AM,AZUREGOS,CHECKED,Êl
2019-12-10 04:26 AM,KAZZAK,CHECKED,magic
2019-12-10 05:13 AM,KAZZAK,CHECKED,magic
2019-12-10 05:19 AM,AZUREGOS,CHECKED,Êl
2019-12-10 05:39 AM,KAZZAK,CHECKED,Durtgrub
2019-12-10 06:02 AM,AZUREGOS,CHECKED,Êl
2019-12-10 06:07 AM,KAZZAK,CHECKED,Durtgrub
2019-12-11 01:21 PM,KAZZAK,CHECKED,Bran
2019-12-11 07:44 AM,KAZZAK,KILLED,Bran
2019-12-11 09:04 AM,AZUREGOS,KILLED,Bran
2019-12-11 01:25 PM,KAZZAK,CHECKED,Bran
2019-12-11 01:25 PM,AZUREGOS,CHECKED,Bran
2019-12-11 01:42 PM,KAZZAK,CHECKED,Bran
2019-12-11 02:01 PM,KAZZAK,CHECKED,Bran
2019-12-11 02:19 PM,KAZZAK,CHECKED,Bran
2019-12-12 07:01 AM,KAZZAK,CHECKED,Op
2019-12-12 07:01 AM,AZUREGOS,CHECKED,Op
2019-12-12 07:38 AM,KAZZAK,CHECKED,Op
2019-12-12 07:40 AM,AZUREGOS,CHECKED,Op
2019-12-12 08:01 AM,KAZZAK,CHECKED,Op
2019-12-12 08:01 AM,AZUREGOS,CHECKED,Op
2019-12-12 08:31 AM,KAZZAK,CHECKED,Op
2019-12-12 08:31 AM,AZUREGOS,CHECKED,Op
2019-12-12 09:00 AM,AZUREGOS,CHECKED,Op
2019-12-12 09:01 AM,KAZZAK,CHECKED,Op
2019-12-12 09:30 AM,AZUREGOS,CHECKED,Op
2019-12-12 09:30 AM,KAZZAK,CHECKED,Op
2019-12-12 10:00 AM,KAZZAK,CHECKED,Op
2019-12-12 10:00 AM,AZUREGOS,CHECKED,Op
2019-12-12 10:35 AM,KAZZAK,CHECKED,Op
2019-12-12 10:35 AM,AZUREGOS,CHECKED,Op
2019-12-12 11:30 AM,KAZZAK,CHECKED,Op
2019-12-12 11:30 AM,AZUREGOS,CHECKED,Op
2019-12-12 12:00 PM,AZUREGOS,CHECKED,Op
2019-12-12 12:00 PM,KAZZAK,CHECKED,Op
2019-12-12 03:31 PM,KAZZAK,CHECKED,Lokomani
2019-12-12 04:41 PM,KAZZAK,CHECKED,Lokomani
2019-12-12 05:11 PM,AZUREGOS,CHECKED,Êl
2019-12-12 08:41 PM,AZUREGOS,CHECKED,Durtgrub
2019-12-12 08:50 PM,KAZZAK,CHECKED,Lokomani
2019-12-12 09:22 PM,KAZZAK,CHECKED,Lokomani
2019-12-12 09:26 PM,AZUREGOS,CHECKED,Durtgrub
2019-12-12 09:35 PM,KAZZAK,CHECKED,Lokomani
2019-12-12 10:00 PM,AZUREGOS,CHECKED,Durtgrub
2019-12-12 10:40 PM,KAZZAK,CHECKED,Lokomani
2019-12-12 11:24 PM,KAZZAK,CHECKED,Lokomani
2019-12-13 01:03 AM,AZUREGOS,CHECKED,Êl
2019-12-13 02:02 AM,AZUREGOS,CHECKED,Êl
2019-12-13 02:46 AM,AZUREGOS,CHECKED,Êl
2019-12-13 03:21 AM,KAZZAK,CHECKED,Kainslayer
2019-12-13 03:37 AM,AZUREGOS,CHECKED,Durtgrub
2019-12-13 04:04 AM,KAZZAK,CHECKED,Kainslayer
2019-12-13 04:27 AM,KAZZAK,CHECKED,Lokomani
2019-12-13 04:30 AM,AZUREGOS,CHECKED,Êl
2019-12-13 05:20 AM,AZUREGOS,CHECKED,Êl
2019-12-13 05:38 AM,KAZZAK,CHECKED,Kainslayer
2019-12-13 06:03 AM,AZUREGOS,CHECKED,Durtgrub
2019-12-13 06:15 AM,KAZZAK,CHECKED,Kainslayer
2019-12-13 06:48 AM,KAZZAK,CHECKED,Kainslayer
2019-12-13 06:56 AM,AZUREGOS,CHECKED,Durtgrub
2019-12-13 07:08 AM,KAZZAK,CHECKED,Kainslayer
2019-12-13 07:24 AM,KAZZAK,CHECKED,Lokomani
2019-12-13 08:15 AM,AZUREGOS,CHECKED,Durtgrub
2019-12-13 08:34 AM,KAZZAK,CHECKED,Lokomani
2019-12-13 09:15 AM,AZUREGOS,CHECKED,Durtgrub
2019-12-13 09:45 AM,KAZZAK,CHECKED,Lokomani
2019-12-13 09:56 AM,AZUREGOS,CHECKED,Durtgrub
2019-12-13 10:43 AM,AZUREGOS,CHECKED,Durtgrub
2019-12-13 11:24 AM,AZUREGOS,CHECKED,Durtgrub
2019-12-13 11:59 AM,AZUREGOS,CHECKED,Durtgrub
2019-12-13 12:45 PM,AZUREGOS,CHECKED,Durtgrub
2019-12-13 01:11 PM,KAZZAK,CHECKED,Lokomani
2019-12-13 01:31 PM,AZUREGOS,CHECKED,Durtgrub
2019-12-13 02:11 PM,KAZZAK,CHECKED,Kainslayer
2019-12-13 02:14 PM,AZUREGOS,CHECKED,Durtgrub
2019-12-13 02:56 PM,KAZZAK,CHECKED,Tore
2019-12-13 03:22 PM,AZUREGOS,CHECKED,Êl
2019-12-13 03:24 PM,KAZZAK,CHECKED,Kainslayer
2019-12-13 04:27 PM,AZUREGOS,CHECKED,Êl
2019-12-13 05:04 PM,KAZZAK,CHECKED,Lokomani
2019-12-13 05:57 PM,KAZZAK,CHECKED,Lokomani
2019-12-13 06:00 PM,AZUREGOS,CHECKED,Êl
2019-12-13 06:30 PM,KAZZAK,CHECKED,Kainslayer
2019-12-13 06:55 PM,KAZZAK,CHECKED,Kainslayer
2019-12-13 08:02 PM,KAZZAK,CHECKED,Lokomani
2019-12-13 08:05 PM,AZUREGOS,CHECKED,Êl
2019-12-13 08:38 PM,KAZZAK,CHECKED,Lokomani
2019-12-13 09:05 PM,KAZZAK,CHECKED,Lokomani
2019-12-13 10:32 PM,AZUREGOS,CHECKED,Msa
